['Time':2016-06-04 00:07:31,'Commit:'onlineDuration]{5145}
['Time':2016-06-04 00:07:33,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:07:58,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:10:32,'Commit:'onlineDuration]{91}
['Time':2016-06-04 00:10:40,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:14:07,'Commit:'onlineDuration]{136.5}
['Time':2016-06-04 00:14:18,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:17:23,'Commit:'onlineDuration]{136.5}
['Time':2016-06-04 00:19:11,'Commit:'onlineDuration]{45.5}
['Time':2016-06-04 00:19:32,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:19:36,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:20:36,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:20:46,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:20:50,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:21:07,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:21:21,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:22:01,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:22:17,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:24:15,'Commit:'onlineDuration]{45.5}
['Time':2016-06-04 00:24:32,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:24:40,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:25:19,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:25:23,'Commit:'onlineDuration]{}
['Time':2016-06-04 00:28:45,'Commit:'onlineDuration]{136.5}
['Time':2016-06-04 00:29:16,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:09:06,'Commit:'onlineDuration]{35}
['Time':2016-06-04 09:09:09,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:09:24,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:09:27,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:09:38,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:10:06,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:10:13,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:10:28,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:10:44,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:17:39,'Commit:'onlineDuration]{210}
['Time':2016-06-04 09:17:51,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:18:01,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:18:15,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:18:25,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:18:45,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:19:00,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:19:08,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:19:47,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:20:28,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:20:54,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:21:35,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:21:40,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:21:46,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:22:13,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:23:30,'Commit:'onlineDuration]{35}
['Time':2016-06-04 09:26:01,'Commit:'onlineDuration]{70}
['Time':2016-06-04 09:26:12,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:26:23,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:27:32,'Commit:'onlineDuration]{35}
['Time':2016-06-04 09:29:28,'Commit:'onlineDuration]{35}
['Time':2016-06-04 09:31:42,'Commit:'onlineDuration]{70}
['Time':2016-06-04 09:33:34,'Commit:'onlineDuration]{35}
['Time':2016-06-04 09:34:39,'Commit:'onlineDuration]{35}
['Time':2016-06-04 09:34:41,'Commit:'inviteNew]{4725}
['Time':2016-06-04 09:36:21,'Commit:'onlineDuration]{35}
['Time':2016-06-04 09:38:37,'Commit:'onlineDuration]{70}
['Time':2016-06-04 09:39:23,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:45:52,'Commit:'onlineDuration]{210}
['Time':2016-06-04 09:46:59,'Commit:'onlineDuration]{35}
['Time':2016-06-04 09:49:43,'Commit:'onlineDuration]{70}
['Time':2016-06-04 09:52:05,'Commit:'onlineDuration]{70}
['Time':2016-06-04 09:55:51,'Commit:'onlineDuration]{105}
['Time':2016-06-04 09:56:12,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:58:24,'Commit:'onlineDuration]{70}
['Time':2016-06-04 09:58:57,'Commit:'onlineDuration]{}
['Time':2016-06-04 09:59:36,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:00:10,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:02:58,'Commit:'onlineDuration]{70}
['Time':2016-06-04 10:08:27,'Commit:'onlineDuration]{175}
['Time':2016-06-04 10:11:42,'Commit:'onlineDuration]{105}
['Time':2016-06-04 10:11:48,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:21:13,'Commit:'onlineDuration]{315}
['Time':2016-06-04 10:21:16,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:21:39,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:21:48,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:21:56,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:23:57,'Commit:'onlineDuration]{70}
['Time':2016-06-04 10:24:06,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:29:52,'Commit:'onlineDuration]{175}
['Time':2016-06-04 10:30:16,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:30:26,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:32:18,'Commit:'onlineDuration]{35}
['Time':2016-06-04 10:32:23,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:32:29,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:32:32,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:32:44,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:32:48,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:42:51,'Commit:'onlineDuration]{350}
['Time':2016-06-04 10:43:01,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:44:27,'Commit:'onlineDuration]{35}
['Time':2016-06-04 10:44:49,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:44:58,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:45:09,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:45:23,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:45:25,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:45:38,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:45:44,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:45:58,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:46:08,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:49:26,'Commit:'onlineDuration]{105}
['Time':2016-06-04 10:49:35,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:50:19,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:50:21,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:50:34,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:50:58,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:52:21,'Commit:'onlineDuration]{35}
['Time':2016-06-04 10:52:45,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:53:09,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:53:25,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:53:33,'Commit:'onlineDuration]{}
['Time':2016-06-04 10:53:43,'Commit:'onlineDuration]{}
